age,gender,income,education,marital_status,household_size,region,urban_rural,total_purchases_12m,total_spend_12m,avg_order_value,days_since_last_purchase,product_categories_purchased,returns_rate,discount_usage_rate,loyalty_program_member,email_open_rate,email_click_rate,website_visits_30d,avg_session_duration,mobile_app_usage,social_media_engagement,push_notification_enabled,sms_opt_in,purchased_product_a
43,Male,51045,High School,Widowed,2,West,Suburban,10,563.8,56.38,65,4,0.135,0.672,0,0.357,0.145,13,3.62,9,34.3,1,1,0
43,Male,47613,High School,Married,6,West,Suburban,8,623.31,77.91,30,4,0.06,0.787,0,0.187,0.038,6,3.45,5,23.62,1,0,0
52,Male,93591,Bachelor,Single,3,Midwest,Urban,20,1800.11,90.01,27,4,0.1,0.499,0,0.263,0.048,11,5.59,5,14.26,1,0,1
49,Female,91440,Master,Single,2,Southeast,Suburban,27,2150.45,79.65,6,6,0.159,0.288,1,0.05,0.023,12,4.4,9,29.66,0,1,1
45,Male,90398,Master,Widowed,1,Southeast,Suburban,12,828.84,69.07,19,1,0.172,0.474,0,0.312,0.034,14,3.38,6,10.75,0,1,0
30,Female,83797,Master,Divorced,3,Midwest,Suburban,14,1333.88,95.28,38,3,0.044,0.397,0,0.313,0.132,9,5.99,12,0.0,0,0,1
49,Female,113779,PhD,Married,3,Southeast,Urban,28,2213.36,79.05,20,7,0.082,0.767,1,0.28,0.053,16,12.78,9,25.12,1,0,0
70,Female,75160,Bachelor,Married,4,Southwest,Urban,18,712.37,39.58,10,6,0.121,0.438,1,0.155,0.063,7,7.34,5,29.59,0,0,1
62,Female,139493,PhD,Single,2,West,Rural,23,1422.07,61.83,15,3,0.19,0.269,1,0.336,0.106,13,3.63,12,21.0,1,0,1
65,Female,124417,PhD,Single,5,Southeast,Suburban,23,1552.24,67.49,10,3,0.288,0.761,1,0.313,0.094,11,9.09,1,17.99,0,0,0
34,Male,79760,Master,Married,4,Southeast,Urban,10,859.39,85.94,60,2,0.109,0.434,0,0.36,0.086,11,3.92,12,29.69,0,0,1
27,Female,68662,Bachelor,Single,1,West,Urban,13,741.87,57.07,30,4,0.073,0.555,1,0.29,0.136,6,5.89,16,36.22,1,0,0
40,Female,61148,High School,Widowed,2,Southeast,Urban,10,451.34,45.13,38,2,0.225,0.731,0,0.062,0.011,7,14.75,7,29.63,1,0,0
42,Male,85705,Bachelor,Single,4,Southeast,Urban,17,1091.08,64.18,35,4,0.063,0.628,0,0.357,0.043,8,8.57,11,38.98,1,0,1
58,Male,95069,Bachelor,Divorced,2,Northeast,Suburban,12,1129.48,94.12,43,5,0.067,0.204,0,0.211,0.068,13,9.87,7,14.66,0,1,1
18,Female,80767,Master,Single,1,Southeast,Urban,14,1162.7,83.05,45,1,0.046,0.604,0,0.244,0.035,5,5.76,19,37.96,0,1,1
64,Male,97064,High School,Married,5,Southeast,Rural,11,899.49,81.77,58,3,0.033,0.407,0,0.216,0.072,9,30.0,9,1.46,1,0,1
39,Female,85054,Bachelor,Single,1,Northeast,Rural,11,665.84,60.53,29,3,0.185,0.56,0,0.145,0.045,8,4.05,10,25.4,1,0,0
35,Male,81192,Master,Married,2,Northeast,Suburban,12,753.42,62.78,41,5,0.151,0.535,0,0.183,0.067,11,7.77,14,26.79,0,1,1
26,Male,29556,High School,Single,3,Midwest,Rural,10,421.31,42.13,43,4,0.052,0.383,0,0.414,0.185,9,11.9,7,24.98,1,1,0
18,Female,80016,Bachelor,Single,2,Southeast,Suburban,8,416.92,52.12,56,2,0.134,0.266,0,0.163,0.04,10,6.74,14,32.51,1,0,0
54,Male,80234,Bachelor,Divorced,4,Northeast,Suburban,13,882.79,67.91,37,6,0.133,0.335,0,0.466,0.157,7,14.25,9,50.27,1,0,1
43,Male,67903,Bachelor,Married,5,West,Urban,11,495.18,45.02,17,4,0.048,0.578,0,0.347,0.105,15,14.76,8,21.96,0,0,1
22,Female,32149,Bachelor,Married,5,Midwest,Urban,4,213.56,53.39,134,4,0.15,0.398,0,0.384,0.066,3,11.31,15,31.6,1,0,0
22,Male,78277,Master,Married,3,Northeast,Urban,9,708.32,78.7,25,4,0.22,0.382,0,0.161,0.041,7,7.8,14,47.91,0,1,0
36,Female,71633,Bachelor,Divorced,3,West,Urban,14,1234.25,88.16,27,2,0.121,0.57,0,0.281,0.086,11,11.97,9,21.44,0,1,0
67,Female,101473,PhD,Single,1,Southeast,Suburban,14,1203.24,85.95,22,2,0.12,0.384,0,0.295,0.039,7,3.97,5,16.98,1,1,0
38,Female,77799,Bachelor,Single,3,Southeast,Urban,8,587.8,73.47,53,4,0.084,0.688,0,0.071,0.013,11,7.12,9,42.91,1,0,0
19,Male,48327,Bachelor,Divorced,1,West,Urban,12,449.39,37.45,54,2,0.026,0.718,0,0.165,0.046,7,4.26,15,22.87,0,0,0
38,Male,96354,High School,Married,6,Northeast,Rural,20,1544.53,77.23,19,4,0.105,0.453,1,0.424,0.149,12,3.43,11,33.6,1,0,0
37,Female,46659,High School,Single,3,West,Suburban,12,394.55,32.88,39,3,0.183,0.583,0,0.22,0.077,13,8.26,7,21.21,0,1,0
18,Female,48472,Bachelor,Married,5,West,Suburban,7,141.05,20.15,32,2,0.196,0.435,0,0.261,0.051,5,4.13,16,54.96,1,1,0
41,Female,45278,High School,Married,6,Southeast,Urban,9,426.02,47.34,43,3,0.264,0.499,0,0.202,0.097,8,3.58,9,8.69,0,0,0
38,Female,90168,Bachelor,Married,4,Northeast,Rural,16,1040.14,65.01,40,6,0.06,0.461,0,0.35,0.073,9,6.24,6,22.52,1,1,0
52,Male,76608,Bachelor,Divorced,3,Northeast,Urban,5,402.66,80.53,115,1,0.215,0.242,0,0.278,0.08,5,3.5,8,23.46,1,0,0
69,Male,84926,Bachelor,Divorced,1,Northeast,Suburban,9,479.06,53.23,48,2,0.169,0.597,0,0.181,0.057,3,6.28,8,6.61,0,0,1
58,Male,82604,High School,Married,3,West,Suburban,13,1658.43,127.57,43,4,0.218,0.61,0,0.238,0.058,16,8.0,10,5.16,0,1,0
37,Male,64494,Master,Married,3,Southeast,Suburban,11,579.13,52.65,15,2,0.066,0.628,0,0.381,0.121,13,3.29,6,31.63,1,0,1
25,Male,99976,PhD,Single,4,Northeast,Rural,23,1807.38,78.58,19,5,0.076,0.435,1,0.337,0.085,10,7.52,14,38.08,0,1,1
80,Female,116320,High School,Married,1,Midwest,Urban,27,2074.22,76.82,20,3,0.025,0.702,0,0.261,0.079,20,6.95,3,13.85,0,0,0
42,Male,67699,High School,Single,3,Southeast,Rural,11,873.47,79.41,30,2,0.23,0.633,0,0.311,0.105,6,3.79,15,29.31,0,1,0
42,Male,113768,PhD,Married,2,Southeast,Suburban,21,1734.77,82.61,30,7,0.169,0.391,0,0.467,0.068,12,7.79,5,27.26,0,0,1
41,Male,71450,High School,Married,3,Northeast,Suburban,17,784.37,46.14,33,5,0.148,0.579,0,0.374,0.144,13,7.74,5,35.96,1,0,1
44,Female,131445,PhD,Married,6,Southwest,Rural,17,1003.9,59.05,33,4,0.185,0.63,0,0.275,0.109,13,5.42,14,15.61,0,0,1
39,Female,74948,High School,Divorced,5,Northeast,Suburban,16,1263.24,78.95,11,7,0.111,0.685,0,0.33,0.044,11,5.29,14,44.68,0,0,0
33,Female,88595,Master,Married,4,Midwest,Suburban,14,1222.11,87.29,18,5,0.091,0.459,0,0.118,0.014,7,5.19,21,56.19,1,0,1
33,Female,80558,Bachelor,Single,4,Northeast,Urban,12,925.6,77.13,44,2,0.169,0.427,1,0.23,0.092,10,3.66,13,26.59,0,1,0
41,Male,90110,PhD,Married,3,Midwest,Rural,34,2405.5,70.75,14,9,0.062,0.281,1,0.349,0.168,11,18.9,18,35.0,0,0,0
33,Female,78644,Bachelor,Married,1,Southeast,Suburban,13,818.19,62.94,35,5,0.09,0.467,0,0.417,0.106,8,4.56,7,19.66,1,1,0
31,Male,65316,Master,Married,6,Northeast,Rural,10,782.08,78.21,17,3,0.137,0.465,0,0.249,0.114,9,10.7,10,29.39,1,0,0
43,Male,54494,High School,Married,3,Midwest,Rural,6,331.36,55.23,60,3,0.087,0.324,0,0.501,0.221,9,4.69,6,44.92,0,0,0
38,Female,20000,High School,Single,1,Midwest,Urban,16,999.85,62.49,36,1,0.199,0.527,1,0.05,0.009,14,8.34,13,9.29,1,0,0
64,Female,112821,Master,Married,5,Southeast,Suburban,17,1435.3,84.43,30,1,0.173,0.777,0,0.05,0.017,2,13.05,6,38.45,0,0,0
18,Male,45341,Bachelor,Married,4,Southwest,Rural,9,449.68,49.96,49,2,0.119,0.882,0,0.063,0.007,5,5.29,13,36.95,0,0,0
58,Male,133667,PhD,Widowed,2,Southeast,Suburban,27,2814.77,104.25,20,2,0.019,0.239,1,0.381,0.172,19,3.88,4,0.0,1,1,1
60,Female,94452,Bachelor,Married,2,Southwest,Suburban,13,1365.79,105.06,46,5,0.079,0.367,0,0.441,0.136,4,4.48,3,31.79,0,1,0
18,Male,86861,Master,Married,5,Midwest,Urban,15,1454.48,96.97,40,8,0.148,0.418,0,0.262,0.126,8,5.05,14,29.39,1,1,0
36,Male,53146,Bachelor,Divorced,4,West,Suburban,22,1223.38,55.61,18,5,0.079,0.695,1,0.282,0.067,10,4.32,12,16.13,1,1,1
36,Male,114975,PhD,Widowed,4,Midwest,Suburban,15,1200.19,80.01,21,1,0.13,0.429,0,0.483,0.053,11,6.47,10,71.33,0,0,0
20,Male,118187,PhD,Single,4,Southeast,Suburban,30,1947.81,64.93,12,6,0.087,0.687,1,0.271,0.058,17,10.69,17,38.78,1,1,0
30,Female,76062,Bachelor,Married,1,West,Suburban,19,1555.58,81.87,23,4,0.121,0.329,1,0.228,0.053,12,6.58,9,46.04,1,1,0
25,Male,87455,Master,Single,1,West,Urban,13,494.67,38.05,16,4,0.07,0.334,0,0.304,0.09,8,9.42,20,12.63,0,0,0
68,Male,112543,Master,Single,2,West,Suburban,24,2889.02,120.38,20,5,0.084,0.544,1,0.293,0.047,15,3.56,3,19.63,0,0,0
56,Female,62529,High School,Married,4,Northeast,Rural,15,1171.91,78.13,26,3,0.164,0.854,0,0.282,0.105,6,6.75,9,26.7,0,0,0
61,Female,100817,Bachelor,Divorced,2,Midwest,Suburban,21,1375.27,65.49,27,5,0.4,0.72,1,0.305,0.04,10,3.53,7,0.0,1,0,0
52,Male,44608,High School,Divorced,4,Midwest,Rural,14,1076.91,76.92,22,5,0.223,0.526,0,0.329,0.063,8,13.29,6,24.3,0,1,1
25,Male,69333,Master,Married,3,Southwest,Suburban,14,1058.82,75.63,14,2,0.167,0.475,1,0.302,0.031,6,16.02,14,6.78,0,0,0
34,Male,41234,Bachelor,Single,1,West,Rural,11,659.68,59.97,56,4,0.054,0.49,0,0.385,0.122,7,4.02,12,26.15,0,0,1
49,Female,54245,High School,Married,4,Midwest,Suburban,15,776.76,51.78,13,4,0.243,0.513,0,0.36,0.067,8,7.26,12,40.1,0,0,0
23,Female,68630,Bachelor,Single,1,Southwest,Rural,22,1658.1,75.37,30,7,0.085,0.575,1,0.262,0.089,12,3.87,16,40.39,1,0,1
52,Female,89780,Bachelor,Married,3,Southeast,Suburban,22,1024.2,46.55,19,7,0.133,0.275,0,0.172,0.056,17,7.16,9,0.0,0,1,0
38,Female,86763,Master,Divorced,3,Southeast,Urban,13,970.3,74.64,15,2,0.196,0.303,0,0.302,0.125,7,4.43,12,30.21,0,0,0
36,Female,101956,PhD,Married,4,Southeast,Rural,16,1078.09,67.38,14,3,0.07,0.505,0,0.435,0.165,15,10.44,7,30.76,1,1,0
52,Female,53912,Bachelor,Divorced,2,Northeast,Suburban,9,460.75,51.19,47,3,0.104,0.631,0,0.249,0.03,15,6.46,9,26.94,1,0,0
48,Female,58411,High School,Single,2,Southeast,Urban,10,454.27,45.43,17,3,0.15,0.771,0,0.239,0.074,5,3.57,12,0.18,0,1,1
36,Male,74179,Master,Married,5,Northeast,Urban,18,978.04,54.34,35,2,0.007,0.407,1,0.464,0.206,12,5.07,15,34.98,0,0,1
59,Other,77914,Bachelor,Divorced,1,Midwest,Suburban,6,568.36,94.73,88,2,0.051,0.474,0,0.31,0.039,8,5.87,4,25.75,0,1,1
25,Male,69593,Bachelor,Single,2,Midwest,Suburban,17,614.37,36.14,25,1,0.237,0.637,0,0.084,0.04,7,11.16,15,13.97,1,0,0
51,Male,68492,Bachelor,Married,1,Southwest,Suburban,15,1086.29,72.42,43,3,0.026,0.739,1,0.124,0.062,6,9.11,8,18.93,0,0,0
50,Female,71529,Bachelor,Single,1,Midwest,Suburban,17,733.56,43.15,18,3,0.078,0.872,0,0.05,0.013,8,5.58,6,11.5,1,0,1
37,Male,38893,Bachelor,Married,3,Midwest,Urban,11,834.64,75.88,54,1,0.221,0.674,0,0.237,0.054,10,3.19,16,32.31,1,0,0
46,Female,87988,Master,Widowed,1,Southeast,Suburban,13,1073.15,82.55,44,6,0.167,0.443,0,0.161,0.07,11,3.5,10,0.0,0,1,1
23,Female,42682,Bachelor,Married,2,West,Urban,10,232.47,23.25,45,3,0.088,0.765,0,0.186,0.083,9,5.72,11,55.41,0,0,0
55,Male,100788,Master,Widowed,1,Northeast,Suburban,23,2003.01,87.09,14,4,0.163,0.284,1,0.427,0.183,11,5.87,4,49.94,0,0,1
39,Female,57533,Bachelor,Divorced,2,West,Rural,8,358.79,44.85,54,1,0.021,0.259,0,0.207,0.088,10,3.86,9,29.87,1,1,0
34,Male,69368,Bachelor,Divorced,3,Midwest,Rural,15,1038.32,69.22,44,3,0.16,0.947,0,0.255,0.095,9,3.71,15,68.52,1,1,0
57,Male,99029,Master,Married,2,Southeast,Urban,18,953.03,52.95,12,4,0.227,0.595,1,0.288,0.033,11,3.81,9,20.69,0,0,1
31,Female,90480,Bachelor,Married,4,Southeast,Suburban,12,1198.31,99.86,22,4,0.265,0.52,0,0.339,0.112,7,3.07,7,49.23,0,0,0
20,Female,64058,Bachelor,Single,2,Northeast,Suburban,10,220.81,22.08,48,3,0.166,0.467,0,0.309,0.065,6,6.74,9,56.63,0,1,1
18,Female,27405,Bachelor,Married,3,Northeast,Urban,16,440.82,27.55,32,5,0.059,0.597,1,0.12,0.041,8,3.99,13,53.22,0,0,1
51,Male,62426,Bachelor,Married,6,Southeast,Rural,16,633.17,39.57,16,3,0.03,0.517,0,0.391,0.086,9,4.48,8,37.61,1,0,0
22,Female,74028,Master,Single,1,Midwest,Suburban,11,820.59,74.6,51,3,0.253,0.573,0,0.28,0.06,17,3.58,10,11.68,0,0,0
68,Male,81052,Bachelor,Widowed,5,Northeast,Suburban,11,667.43,60.68,57,3,0.228,0.453,0,0.122,0.025,8,4.81,4,0.0,0,1,1
18,Female,25474,Master,Single,1,Southwest,Suburban,6,234.29,39.05,32,2,0.034,0.47,0,0.227,0.057,6,3.46,16,35.97,1,0,0
67,Male,99443,High School,Widowed,1,West,Urban,12,802.69,66.89,55,4,0.117,0.375,0,0.094,0.023,9,5.29,8,3.62,0,0,0
45,Female,87403,Bachelor,Married,6,Midwest,Urban,15,694.99,46.33,21,4,0.033,0.157,0,0.204,0.091,10,5.21,11,36.73,0,0,0
40,Male,110414,PhD,Married,4,Southeast,Urban,15,1209.54,80.64,21,3,0.278,0.396,0,0.208,0.054,7,17.96,13,29.26,0,1,1
33,Male,72890,Master,Married,5,Northeast,Suburban,12,484.64,40.39,15,4,0.028,0.4,0,0.139,0.034,6,4.56,6,53.97,1,0,0
47,Female,69615,High School,Divorced,4,Northeast,Urban,14,394.33,28.17,30,2,0.233,0.54,0,0.277,0.056,15,5.84,6,11.27,0,0,0
41,Female,62834,Bachelor,Single,1,Southwest,Rural,5,369.68,73.94,117,3,0.039,0.894,0,0.332,0.106,11,4.71,15,36.17,1,0,0
58,Female,90072,Bachelor,Divorced,2,Midwest,Suburban,17,854.33,50.25,15,5,0.069,0.292,0,0.339,0.083,12,6.52,4,19.34,1,0,0
43,Female,61191,Bachelor,Divorced,2,Midwest,Rural,13,1166.59,89.74,35,6,0.169,0.389,0,0.378,0.186,14,8.38,11,19.83,0,0,0
44,Female,113544,Master,Single,1,Northeast,Rural,26,2993.26,115.13,12,4,0.098,0.275,0,0.428,0.123,14,4.06,10,21.88,0,1,1
36,Female,60846,Master,Single,3,Southeast,Suburban,15,1172.05,78.14,12,3,0.276,0.518,1,0.05,0.005,15,12.33,10,66.11,1,1,0
41,Male,91884,Bachelor,Single,2,West,Urban,18,958.07,53.23,38,2,0.122,0.462,0,0.555,0.133,8,10.9,12,33.6,1,1,0
46,Female,92983,Master,Single,1,Midwest,Suburban,18,2140.63,118.92,30,2,0.056,0.387,0,0.152,0.027,7,9.85,14,0.0,0,1,0
18,Male,47657,Bachelor,Single,2,West,Urban,8,120.0,15.0,65,6,0.121,0.409,0,0.05,0.012,8,3.92,12,59.93,1,0,0
21,Female,44905,High School,Married,6,West,Urban,9,313.13,34.79,54,5,0.189,0.598,0,0.299,0.06,10,4.94,15,34.87,0,0,0
53,Female,94000,Bachelor,Married,5,West,Suburban,15,1404.97,93.66,16,3,0.111,0.557,0,0.337,0.063,10,15.09,3,17.15,1,1,0
44,Female,126301,PhD,Divorced,4,Southeast,Suburban,14,1515.42,108.24,19,3,0.106,0.468,0,0.412,0.074,13,3.02,9,24.46,1,0,1
39,Female,91497,Master,Married,4,Southeast,Urban,13,796.19,61.25,28,4,0.03,0.307,0,0.402,0.188,8,4.17,10,46.38,0,1,1
42,Female,60839,Bachelor,Married,6,Southeast,Suburban,24,1072.96,44.71,29,4,0.147,0.665,1,0.094,0.011,14,3.11,18,21.46,0,0,0
47,Female,79034,Bachelor,Married,2,West,Urban,26,1695.44,65.21,20,7,0.024,0.603,1,0.338,0.14,8,4.87,15,43.66,0,0,1
33,Male,124251,PhD,Divorced,3,Southeast,Suburban,22,1988.49,90.39,18,5,0.065,0.544,1,0.336,0.05,16,6.99,10,25.57,1,1,1
30,Female,84815,Bachelor,Married,5,Southwest,Rural,15,945.28,63.02,27,7,0.172,0.762,0,0.335,0.04,8,3.62,8,46.99,1,1,1
44,Male,89431,Bachelor,Married,1,West,Suburban,22,2373.26,107.88,29,5,0.095,0.353,1,0.383,0.091,10,11.18,16,53.8,0,1,1
27,Female,104135,PhD,Married,4,West,Rural,20,1367.9,68.39,13,2,0.099,0.301,0,0.195,0.07,13,5.8,12,38.77,1,0,0
48,Male,104491,Master,Married,2,Midwest,Suburban,12,1338.9,111.57,27,1,0.2,0.585,0,0.251,0.125,7,3.7,9,6.11,1,0,1
18,Male,72381,Bachelor,Single,3,Northeast,Urban,11,817.4,74.31,32,2,0.16,0.657,0,0.281,0.058,8,9.29,19,43.36,1,0,0
57,Male,79350,Bachelor,Married,3,Northeast,Suburban,21,1891.23,90.06,30,2,0.114,0.407,1,0.236,0.048,10,10.42,7,24.72,0,0,0
49,Male,59473,Bachelor,Married,4,Midwest,Urban,11,328.22,29.84,50,1,0.028,0.663,0,0.308,0.049,5,6.29,5,16.29,0,1,0
45,Female,62635,High School,Single,3,West,Suburban,10,818.77,81.88,45,2,0.105,0.935,0,0.369,0.157,9,11.98,9,48.69,1,1,0
56,Male,103136,PhD,Married,3,West,Suburban,24,2434.08,101.42,14,7,0.083,0.462,1,0.392,0.164,14,4.46,8,28.84,1,0,0
66,Female,77574,Bachelor,Married,3,Northeast,Rural,8,443.73,55.47,32,1,0.024,0.504,0,0.15,0.043,7,7.76,5,44.22,0,1,0
57,Male,90395,Master,Widowed,3,Southeast,Suburban,6,552.94,92.16,51,1,0.107,0.365,0,0.295,0.07,7,4.96,6,27.82,0,1,0
18,Female,92279,Bachelor,Single,3,Midwest,Rural,16,744.66,46.54,40,4,0.094,0.673,0,0.281,0.053,17,6.98,19,27.77,0,1,1
22,Female,60241,Bachelor,Single,2,Midwest,Suburban,12,607.54,50.63,52,2,0.077,0.441,0,0.238,0.067,9,12.1,17,22.41,0,1,0
32,Female,56628,High School,Married,3,Northeast,Urban,22,1796.43,81.66,17,3,0.263,0.664,1,0.301,0.127,11,3.16,11,28.97,0,0,1
42,Female,70864,Master,Married,2,Southeast,Suburban,16,988.68,61.79,21,2,0.085,0.427,0,0.424,0.16,9,3.39,11,29.2,0,1,0
49,Male,52143,Bachelor,Married,3,West,Rural,7,355.51,50.79,83,3,0.14,0.637,0,0.177,0.053,5,13.68,6,39.47,1,0,0
31,Female,53114,Bachelor,Married,4,West,Suburban,12,1015.78,84.65,32,4,0.212,0.322,0,0.137,0.043,5,3.55,16,48.31,1,1,0
44,Male,82372,High School,Married,6,Midwest,Suburban,15,481.74,32.12,12,2,0.143,0.612,0,0.293,0.096,10,3.59,7,55.62,0,1,0
30,Female,69614,Bachelor,Divorced,3,Southwest,Suburban,12,735.05,61.25,28,4,0.077,0.453,0,0.194,0.078,10,5.48,16,28.35,1,0,0
32,Female,60178,High School,Divorced,6,Southeast,Suburban,8,470.15,58.77,57,1,0.022,0.632,0,0.396,0.058,13,3.8,11,11.24,1,1,0
20,Male,67678,Bachelor,Single,1,Southwest,Urban,24,1149.7,47.9,27,3,0.168,0.369,1,0.278,0.086,19,10.08,12,63.79,0,0,0
28,Female,54129,Bachelor,Divorced,4,Northeast,Urban,9,760.93,84.55,41,4,0.079,0.48,0,0.314,0.059,15,7.78,21,9.67,0,0,1
21,Female,78219,Bachelor,Single,2,Southeast,Urban,21,1069.07,50.91,14,2,0.12,0.427,0,0.235,0.109,9,3.21,17,44.54,1,0,0
27,Male,52707,Bachelor,Married,4,Northeast,Suburban,21,806.46,38.4,17,7,0.169,0.787,1,0.054,0.025,14,3.82,17,48.67,0,0,1
57,Male,107293,Bachelor,Married,2,Southeast,Rural,15,513.02,34.2,13,1,0.097,0.647,0,0.289,0.051,7,11.12,4,40.86,0,0,0
27,Male,68834,Bachelor,Married,2,West,Rural,10,866.32,86.63,61,1,0.189,0.614,0,0.329,0.148,6,3.12,8,34.36,1,1,0
80,Female,62764,High School,Married,6,West,Urban,11,602.75,54.8,16,1,0.173,0.402,0,0.143,0.056,6,5.96,3,10.56,0,0,0
49,Female,53579,High School,Married,1,Southwest,Suburban,11,552.62,50.24,15,4,0.081,0.328,0,0.196,0.059,8,4.17,4,33.74,1,1,0
44,Male,64025,Master,Divorced,1,Southwest,Suburban,25,1443.7,57.75,19,4,0.137,0.552,1,0.078,0.031,12,4.11,7,27.88,0,0,1
29,Male,81249,Bachelor,Married,2,Southeast,Suburban,10,944.9,94.49,24,4,0.123,0.374,0,0.312,0.041,19,3.76,7,28.65,0,0,1
52,Female,66828,High School,Divorced,3,Midwest,Suburban,22,2104.77,95.67,14,3,0.083,0.391,1,0.357,0.169,13,6.12,11,33.5,0,0,0
33,Female,33574,Bachelor,Single,2,Southwest,Urban,18,270.0,15.0,23,5,0.013,0.66,1,0.295,0.101,12,7.11,13,38.73,0,1,0
43,Male,95636,Master,Single,4,Midwest,Rural,23,1576.87,68.56,25,3,0.028,0.434,1,0.239,0.026,14,7.18,8,42.04,0,0,0
80,Male,111542,Master,Widowed,4,Northeast,Rural,11,693.74,63.07,32,4,0.194,0.52,0,0.211,0.053,12,3.28,1,6.34,0,1,1
40,Female,50342,Bachelor,Married,3,Southwest,Urban,10,506.98,50.7,64,4,0.127,0.385,0,0.147,0.039,9,5.28,13,30.57,1,0,0
59,Male,112969,Bachelor,Married,4,Southeast,Suburban,18,1523.94,84.66,22,5,0.156,0.476,0,0.322,0.145,12,4.88,4,16.17,1,1,0
31,Male,67009,Bachelor,Married,2,Northeast,Urban,12,349.57,29.13,52,1,0.093,0.853,0,0.307,0.12,7,3.59,9,42.79,1,1,0
41,Female,98998,PhD,Single,2,Midwest,Urban,15,1303.08,86.87,26,2,0.045,0.64,0,0.262,0.035,7,3.36,5,9.49,1,0,0
68,Female,104008,Master,Married,2,Northeast,Rural,17,1241.35,73.02,25,4,0.1,0.634,1,0.219,0.024,10,5.1,2,12.16,0,1,1
32,Male,43500,Bachelor,Married,4,Midwest,Suburban,7,471.52,67.36,88,5,0.056,0.387,0,0.189,0.022,7,3.12,12,42.4,1,0,0
69,Male,91231,Master,Married,4,Southwest,Urban,13,990.88,76.22,39,3,0.18,0.437,0,0.182,0.021,13,15.18,6,10.24,1,0,1
52,Male,116473,Master,Married,3,Southeast,Suburban,20,1078.25,53.91,12,6,0.112,0.872,0,0.268,0.062,15,4.78,6,46.51,0,0,0
33,Male,59891,Bachelor,Married,6,West,Rural,13,939.1,72.24,36,4,0.211,0.744,0,0.414,0.084,8,12.68,6,48.52,0,0,0
51,Female,81731,Bachelor,Married,3,West,Rural,15,660.96,44.06,19,3,0.129,0.386,0,0.246,0.103,8,4.06,11,49.87,0,1,0
56,Male,39735,High School,Married,5,Northeast,Urban,2,50.48,25.24,117,4,0.067,0.548,0,0.215,0.081,6,10.51,9,24.58,0,1,0
51,Female,46628,High School,Married,5,Southwest,Rural,5,234.89,46.98,106,1,0.233,0.654,0,0.345,0.056,6,3.39,4,38.19,1,0,0
18,Female,79147,Master,Married,4,Southeast,Rural,17,1085.82,63.87,30,5,0.029,0.204,0,0.165,0.055,14,3.77,10,39.0,1,0,0
31,Male,71065,Bachelor,Married,2,Southwest,Suburban,6,182.78,30.46,48,1,0.101,0.615,0,0.365,0.174,8,3.68,9,49.8,0,0,0
38,Male,112300,Master,Divorced,3,West,Suburban,24,1996.66,83.19,7,4,0.052,0.549,1,0.382,0.129,12,3.71,16,43.09,0,1,1
40,Female,122744,PhD,Divorced,3,Northeast,Urban,26,2329.39,89.59,17,7,0.179,0.542,1,0.394,0.111,15,9.06,11,17.34,0,0,1
51,Female,62939,High School,Single,1,Southwest,Urban,9,530.16,58.91,31,5,0.077,0.565,0,0.263,0.111,6,6.21,9,44.83,1,0,0
44,Female,82894,Bachelor,Single,1,West,Suburban,12,452.25,37.69,15,2,0.101,0.673,0,0.257,0.111,10,12.69,7,14.24,0,1,0
21,Male,67650,Master,Single,2,Southeast,Rural,16,1067.25,66.7,12,6,0.209,0.326,0,0.333,0.084,13,7.11,15,35.62,1,1,0
47,Female,124022,Master,Married,3,Northeast,Rural,17,1774.83,104.4,30,4,0.103,0.358,0,0.515,0.088,15,5.8,12,23.68,1,0,1
51,Female,113635,Master,Married,2,Northeast,Suburban,29,1736.68,59.89,13,9,0.197,0.208,1,0.07,0.03,11,7.46,3,47.63,0,0,0
50,Female,83145,Bachelor,Married,2,Northeast,Suburban,22,1101.35,50.06,14,4,0.222,0.484,1,0.273,0.112,9,4.85,10,2.42,0,0,1
58,Male,90005,Bachelor,Married,3,Northeast,Suburban,16,1451.99,90.75,39,3,0.196,0.612,0,0.286,0.107,15,4.91,3,17.5,0,0,1
54,Female,105472,Bachelor,Single,4,Southeast,Suburban,26,2972.72,114.34,23,3,0.031,0.387,1,0.261,0.073,10,3.1,6,26.57,1,0,0
48,Female,117693,PhD,Widowed,2,Southeast,Urban,19,1624.86,85.52,21,4,0.023,0.219,1,0.218,0.037,13,15.0,9,57.3,0,1,1
40,Male,95979,Bachelor,Single,1,Northeast,Urban,9,620.98,69.0,33,3,0.193,0.495,0,0.285,0.117,8,4.06,13,18.08,0,0,0
18,Female,52095,PhD,Married,1,Southwest,Urban,13,780.16,60.01,32,1,0.128,0.451,0,0.327,0.06,8,6.22,11,11.8,0,0,0
48,Male,85918,Bachelor,Single,2,West,Urban,9,900.77,100.09,59,1,0.082,0.376,0,0.273,0.055,7,21.09,11,11.88,0,1,1
45,Male,98868,PhD,Single,2,West,Urban,10,624.33,62.43,17,2,0.05,0.319,0,0.242,0.04,7,3.73,7,18.8,0,1,0
46,Male,103745,Bachelor,Single,6,Southeast,Suburban,21,1516.03,72.19,23,5,0.053,0.691,0,0.259,0.117,7,3.88,11,29.13,1,1,0
22,Female,81395,Bachelor,Widowed,3,Southwest,Urban,13,786.4,60.49,40,2,0.201,0.314,0,0.17,0.05,11,5.11,16,29.24,1,1,0
