age,gender,income,education,marital_status,household_size,region,urban_rural,total_purchases_12m,total_spend_12m,avg_order_value,days_since_last_purchase,product_categories_purchased,returns_rate,discount_usage_rate,loyalty_program_member,email_open_rate,email_click_rate,website_visits_30d,avg_session_duration,mobile_app_usage,social_media_engagement,push_notification_enabled,sms_opt_in,purchased_product_a,kmeans_cluster,hierarchical_cluster,dbscan_cluster,gmm_cluster,rfm_segment,purchase_propensity,propensity_segment,rfm_tier,propensity_tier,combined_segment,action_segment,engagement_score,engagement_tier,segment_3d,action_segment_3d,R_Score,F_Score,M_Score,RFM_Score,base_lifespan,customer_lifespan_years,purchase_frequency_annual,clv_simple,clv_rfm_weighted,clv_proxy,clv_predicted,clv_tier,age_group,income_quartile,churn_risk_score,is_churned,churn_probability,churn_risk_segment,clv_churn_action
49,Male,60701,Bachelor,Married,2,Southwest,Urban,13,576.94,44.38,18,5,0.038,0.501,0,0.236,0.045,11,15.17,6,15.55,1,1,0,3,0,-1,0,Potential Loyalists,0.1531767571956525,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3988258601802448,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,4,2,2,8,2.0,2.2,13,1269.2680000000005,1946.2109333333335,1172.5658980540736,1198.5517492154784,Silver,46-55,Q1 (Low),0.46636816129728437,0,0.006682884463882691,Very Low Risk,5. Growth Opportunity
39,Female,73837,Master,Divorced,2,Southwest,Rural,9,634.45,70.49,26,4,0.023,0.838,0,0.283,0.132,10,3.3,13,27.99,1,1,0,3,2,-1,0,Potential Loyalists,0.1515502274083794,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.4580399236289788,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,3,1,2,6,2.0,2.2,9,1395.702,1954.106,1268.9958020886938,1292.3660394877152,Silver,36-45,Q2,0.5073475708297598,1,0.9377366518378352,Critical Risk,4. Re-engagement Campaign
46,Female,77589,Bachelor,Married,2,Northeast,Suburban,17,1266.82,74.52,14,5,0.059,0.595,1,0.181,0.025,7,3.52,10,23.88,0,0,0,0,1,-1,3,Champions,0.3204528496013873,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.1828472581053085,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,5,4,4,13,3.5,3.5,17,4433.94,8276.557333333332,2981.132987431593,2986.6749542771463,Platinum,46-55,Q3,0.37611943726782726,0,0.001117004838515032,Very Low Risk,2. VIP Retain & Upsell
38,Male,56407,High School,Married,3,Southwest,Rural,12,396.97,33.08,15,2,0.058,0.696,0,0.305,0.058,7,12.07,9,41.2,0,1,0,2,0,-1,0,Potential Loyalists,0.1286959729077413,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3527315781522999,Medium Engagement,Medium Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,5,2,1,8,2.0,2.3,12,913.008,1399.9808666666663,813.24234344569,828.3131988068867,Bronze,36-45,Q1 (Low),0.45512035103620674,0,0.0021573584702713946,Very Low Risk,8. Acquisition Focus
66,Male,84080,Bachelor,Married,2,Northeast,Rural,14,1044.29,74.59,25,5,0.047,0.893,0,0.309,0.081,6,9.68,3,23.51,0,1,0,3,0,-1,1,Loyal Customers,0.3173562542144911,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.2948563378784797,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,3,3,3,9,2.0,2.3,14,2401.798,3842.9872,2027.481086363544,2021.9809567453729,Gold,55+,Q3,0.49700651020208186,0,0.14505448677824698,Very Low Risk,5. Growth Opportunity
49,Male,74242,Bachelor,Married,1,Southeast,Suburban,15,1111.13,74.08,13,1,0.062,0.315,0,0.441,0.134,12,6.03,11,48.29,1,0,0,3,0,-1,1,Loyal Customers,0.3813036747664909,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.4620219681057101,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,5,3,3,11,2.0,2.7,15,3000.24,5200.088400000001,2261.456560431713,2236.890427029082,Gold,46-55,Q2,0.37717338415663576,0,0.0005021786645369968,Very Low Risk,5. Growth Opportunity
53,Male,79537,Bachelor,Single,3,Midwest,Suburban,17,956.5,56.26,23,4,0.215,0.418,0,0.431,0.199,5,3.99,10,37.18,1,0,0,3,0,-1,1,Loyal Customers,0.4309719564113922,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.4133415110693364,High Engagement,High Value | High Engagement | Medium Propensity,5. Loyal Engaged - Nurture,4,4,3,11,2.0,1.955,17,1869.8010999999997,3241.2596666666664,1819.138703320801,1864.4343692257728,Gold,46-55,Q3,0.42002058667502157,0,0.0013103525402719384,Very Low Risk,5. Growth Opportunity
51,Male,78547,High School,Married,5,Southeast,Suburban,16,1021.36,63.83,18,3,0.091,0.344,0,0.228,0.114,16,21.37,5,3.72,0,0,0,3,0,-1,1,Loyal Customers,0.4553342722387556,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.3247059626909567,Medium Engagement,High Value | Medium Engagement | Medium Propensity,6. Potential Stars - Develop,4,3,3,10,2.0,2.2,16,2246.8160000000003,3744.986666666667,2003.6199088072867,2001.279281211592,Gold,46-55,Q3,0.46279214079514197,0,0.003138248271633916,Very Low Risk,5. Growth Opportunity
59,Female,115573,PhD,Widowed,2,Southwest,Suburban,10,548.81,54.88,41,2,0.182,0.307,0,0.201,0.08,5,5.54,6,32.48,0,0,1,3,0,-1,1,At Risk,0.3247529204700219,Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.1966766442436962,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,2,1,1,4,2.0,1.7,10,932.96,1181.7708666666665,901.6762832731088,877.0600881958889,Bronze,55+,Q4 (High),0.6360202267068163,1,0.9997927710036483,Critical Risk,7. Low Priority - Monitor
44,Female,103170,Master,Single,1,West,Urban,18,692.47,38.47,14,2,0.201,0.6,0,0.341,0.135,8,12.56,14,44.17,1,0,1,3,0,-1,1,Loyal Customers,0.5761524817732269,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.442773978960444,High Engagement,High Value | High Engagement | Medium Propensity,5. Loyal Engaged - Nurture,5,4,2,11,2.0,2.125,18,1471.4775,2550.5978333333333,1378.173958688133,1393.7155239723363,Silver,36-45,Q4 (High),0.3854674264301335,0,0.0010799446642849964,Very Low Risk,5. Growth Opportunity
22,Female,66987,Bachelor,Single,2,Northeast,Suburban,12,1243.92,103.66,37,6,0.032,0.568,0,0.251,0.104,9,4.01,9,60.4,0,0,0,2,2,-1,1,Potential Loyalists,0.1934685082126628,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.2966395938772074,Low Engagement,Medium Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,2,2,4,8,2.0,1.7,12,2114.664,3242.4848,2371.9291581631624,2470.9222356436135,Platinum,18-25,Q2,0.5749165256690029,1,0.9997564921991933,Critical Risk,1. URGENT: VIP Win-Back
47,Male,86772,Bachelor,Divorced,6,Midwest,Urban,23,1782.1,77.48,29,2,0.134,0.505,1,0.264,0.044,10,7.29,5,24.04,0,0,0,1,1,-1,3,Champions,0.4327766194340437,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.222945245647443,Low Engagement,High Value | Low Engagement | Medium Propensity,6. Potential Stars - Develop,3,5,5,13,3.5,3.5,23,6237.14,11643.053333333331,3866.652873694232,3799.866219928384,Diamond,46-55,Q3,0.378166506426067,0,0.0004031827977570962,Very Low Risk,2. VIP Retain & Upsell
32,Male,102017,Master,Married,4,West,Suburban,17,1255.11,73.83,29,5,0.103,0.761,0,0.17,0.045,12,9.49,14,30.29,1,0,1,0,0,-1,1,Loyal Customers,0.5974449018182286,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.3559652072584236,Medium Engagement,High Value | Medium Engagement | Medium Propensity,6. Potential Stars - Develop,3,4,4,11,2.0,2.4000000000000004,17,3012.264,5221.257600000001,2407.371397177527,2451.8680928059625,Platinum,26-35,Q4 (High),0.5103625141038708,1,0.8860689522930779,Critical Risk,1. URGENT: VIP Win-Back
34,Female,36009,High School,Married,5,Northeast,Suburban,10,639.69,63.97,44,4,0.201,0.239,0,0.399,0.162,14,9.16,19,34.49,1,0,0,2,0,-1,0,At Risk,0.1322311893838391,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.5211998474691165,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,2,1,2,5,2.0,1.95075,10,1247.894775,1663.8336900000002,1151.4561092407353,1151.4103026661094,Silver,26-35,Q1 (Low),0.5448489193950656,1,0.9988120907799342,Critical Risk,4. Re-engagement Campaign
50,Male,73502,Bachelor,Divorced,3,Southeast,Urban,24,1184.37,49.35,24,5,0.029,0.772,1,0.189,0.087,14,6.85,6,20.31,1,0,1,0,3,-1,3,Champions,0.4858159639950422,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.3319639602786834,Medium Engagement,High Value | Medium Engagement | Medium Propensity,6. Potential Stars - Develop,4,5,4,13,3.5,3.850000000000001,24,4559.940000000001,8511.6724,2831.1708230836052,2884.147288700346,Platinum,46-55,Q2,0.34247387461093004,0,0.0004185444211862188,Very Low Risk,2. VIP Retain & Upsell
60,Female,115049,Bachelor,Married,2,Northeast,Rural,21,1884.28,89.73,8,3,0.149,0.699,0,0.351,0.165,14,7.94,4,24.77,0,1,1,1,1,-1,1,Champions,0.8200022984916244,Very High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.4113878490875923,High Engagement,High Value | High Engagement | High Propensity,1. VIP Champions - Maximize,5,4,5,14,2.0,2.5,21,4710.825000000001,9107.353333333333,3711.622494726278,3641.509217401356,Diamond,55+,Q4 (High),0.3430779857380371,0,0.0011255245159567258,Very Low Risk,2. VIP Retain & Upsell
42,Female,85340,Master,Single,2,Southwest,Suburban,14,1327.13,94.8,22,1,0.104,0.443,0,0.05,0.005,10,3.57,13,46.42,1,0,0,3,0,-1,1,Loyal Customers,0.4271217112570893,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.2814067013339913,Low Engagement,High Value | Low Engagement | Medium Propensity,6. Potential Stars - Develop,4,3,4,11,2.0,2.2,14,2919.84,5060.789066666668,2559.7062504001974,2527.239291610667,Platinum,36-45,Q3,0.5381631041776461,1,0.9972709554313393,Critical Risk,1. URGENT: VIP Win-Back
46,Male,20173,High School,Widowed,1,Southwest,Suburban,12,216.54,18.05,55,5,0.039,0.427,1,0.315,0.148,9,3.92,8,21.02,1,0,0,2,2,-1,3,At Risk,0.5004637301124006,Medium,Low Value,Medium Propensity,Low Value / Medium Propensity,8. Prospect - Convert,0.3579343324811282,Medium Engagement,Low Value | Medium Engagement | Medium Propensity,7. Fence Sitters - Persuade,1,2,1,4,3.5,3.4212499999999992,12,741.04275,938.3941349999998,761.2677697443385,711.8846332748909,Bronze,46-55,Q1 (Low),0.5298575779482189,1,0.9422157416136615,Critical Risk,7. Low Priority - Monitor
67,Female,121155,PhD,Married,5,Southwest,Urban,37,2987.29,80.74,16,7,0.109,0.241,1,0.356,0.17,21,3.8,5,12.8,0,1,0,1,1,-1,3,Champions,0.1749404995694888,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.445096166745573,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,5,5,5,15,3.5,4.375,37,13069.7875,26138.7875,6365.346545023671,5785.219528042475,Diamond,55+,Q4 (High),0.21089187776199653,0,0.00019901453396812022,Very Low Risk,2. VIP Retain & Upsell
45,Male,78624,Bachelor,Married,5,Midwest,Suburban,12,500.36,41.7,17,2,0.178,0.315,0,0.427,0.043,13,6.17,5,20.1,0,0,0,3,0,-1,0,Potential Loyalists,0.2403219295892901,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.2773525660994634,Low Engagement,Medium Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,5,2,1,8,2.0,2.5,12,1251.0,1918.0466666666664,954.413729829839,930.2169527827208,Bronze,36-45,Q3,0.4546850423356628,0,0.007631840444866376,Very Low Risk,8. Acquisition Focus
80,Female,65343,Bachelor,Married,5,Southwest,Urban,16,1270.01,79.38,21,2,0.044,0.484,1,0.092,0.01,10,6.03,4,3.79,0,0,0,3,1,-1,3,Loyal Customers,0.1591115744841577,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.1279660828724111,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,4,3,4,11,3.5,3.5,16,4445.28,7704.727333333333,2945.5046048617232,2972.598369207848,Platinum,55+,Q2,0.4426734500921845,0,0.009658291260691143,Very Low Risk,2. VIP Retain & Upsell
50,Female,100609,Bachelor,Single,2,Northeast,Urban,11,928.53,84.41,35,1,0.149,0.52,0,0.261,0.054,5,13.39,5,44.16,1,0,0,3,0,-1,1,Potential Loyalists,0.2538874415901082,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3104580323366968,Medium Engagement,Medium Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,2,2,3,7,2.0,1.7,11,1578.467,2315.1348,1706.011924701009,1728.9530462495657,Silver,46-55,Q4 (High),0.5679306157548829,1,0.9996612157633034,Critical Risk,4. Re-engagement Campaign
18,Male,44294,Bachelor,Divorced,1,West,Urban,12,906.97,75.58,53,1,0.304,0.59,0,0.323,0.04,11,8.7,11,49.98,1,0,0,2,2,-1,1,Potential Loyalists,0.117244574438719,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3876465555738461,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,1,2,3,6,2.0,1.95075,12,1769.25222,2476.9804185000003,1527.3695266721538,1587.8421721150214,Silver,18-25,Q1 (Low),0.6134262444407863,1,0.9992831983683473,Critical Risk,4. Re-engagement Campaign
53,Male,102928,Master,Divorced,3,Southeast,Urban,20,1966.41,98.32,23,4,0.034,0.606,1,0.406,0.141,12,3.78,5,43.99,1,0,1,1,1,-1,3,Champions,0.719482413435003,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.4101696885266315,High Engagement,High Value | High Engagement | High Propensity,1. VIP Champions - Maximize,4,4,5,13,3.5,4.375,20,8603.0,16059.015,4407.43693655799,4342.12007722143,Diamond,46-55,Q4 (High),0.3056549511835626,0,0.00020718825645331024,Very Low Risk,2. VIP Retain & Upsell
47,Female,104810,PhD,Single,3,Northeast,Suburban,12,926.12,77.18,17,1,0.063,0.712,0,0.291,0.081,16,3.73,14,29.2,1,1,1,3,0,-1,1,Loyal Customers,0.4624219558687968,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.4881211047081795,High Engagement,High Value | High Engagement | Medium Propensity,5. Loyal Engaged - Nurture,5,2,3,10,2.0,2.4000000000000004,12,2222.784000000001,3704.480000000001,1884.523551412454,1896.4504733039291,Gold,46-55,Q4 (High),0.4397313346139196,0,0.0009204548709269191,Very Low Risk,5. Growth Opportunity
61,Female,70074,Bachelor,Widowed,2,West,Suburban,14,1025.54,73.25,30,6,0.134,0.543,1,0.19,0.037,13,4.17,6,38.94,1,0,1,0,3,-1,3,Loyal Customers,0.2939962786728691,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.310596683386011,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,3,3,3,9,3.5,3.850000000000001,14,3948.1750000000006,6317.326400000001,2425.5278250158035,2344.179104332827,Gold,55+,Q2,0.4398806633227978,0,0.004256112821514658,Very Low Risk,5. Growth Opportunity
52,Male,96142,PhD,Divorced,4,West,Suburban,19,1643.51,86.5,17,2,0.058,0.701,0,0.366,0.152,10,30.0,11,25.51,1,1,0,3,0,-1,1,Champions,0.1969968104903963,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.5740397193252359,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,5,4,5,14,2.0,2.5,19,4108.75,7943.631666666666,3326.5651257975705,3369.511852466416,Diamond,46-55,Q4 (High),0.36088094502384177,0,0.0009192458614843733,Very Low Risk,2. VIP Retain & Upsell
39,Female,72773,Master,Married,4,Southwest,Suburban,9,729.5,81.06,36,2,0.115,0.572,0,0.305,0.052,7,3.74,10,26.35,0,0,0,3,2,-1,1,At Risk,0.0716594790696004,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2316565277251774,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,2,1,2,5,2.0,1.955,9,1426.2506999999998,1901.563333333333,1306.5707083175532,1307.1257584752384,Silver,36-45,Q2,0.5926686944549646,1,0.9997304813680122,Critical Risk,4. Re-engagement Campaign
23,Male,75285,Bachelor,Single,1,Northeast,Rural,11,1066.68,96.97,20,6,0.218,0.811,0,0.217,0.088,8,4.89,15,43.53,0,0,0,2,0,-1,1,Loyal Customers,0.1779005771068333,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.2886488819510119,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,4,2,3,9,2.0,1.87,11,1994.6729000000005,3191.5065600000003,2003.6815445853035,1920.573553151944,Gold,18-25,Q2,0.5144257791653531,1,0.9206455386277499,Critical Risk,4. Re-engagement Campaign
38,Male,68786,Bachelor,Single,1,West,Urban,18,766.5,42.58,22,5,0.33,0.795,1,0.372,0.182,12,4.5,15,36.84,1,0,0,0,3,-1,3,Loyal Customers,0.1141238955149,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.472839912191597,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,4,4,2,10,3.5,4.01625,18,3078.21465,5130.759375000001,1938.349473657479,1940.6741819854533,Gold,36-45,Q2,0.30880979533945846,0,0.00024965483145394674,Very Low Risk,5. Growth Opportunity
29,Male,55972,Bachelor,Single,1,Midwest,Suburban,8,163.68,20.46,61,2,0.034,0.596,0,0.243,0.081,7,3.01,10,21.36,1,0,0,2,2,-1,0,Hibernating,0.067907293456835,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2977069307159024,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,1.4,8,229.152,274.9824,108.88951921477071,110.63222212813268,Bronze,26-35,Q1 (Low),0.7096363916345974,1,0.9998324131145496,Critical Risk,7. Low Priority - Monitor
33,Male,52980,Bachelor,Single,3,Southwest,Rural,9,319.19,35.47,59,2,0.036,0.461,0,0.36,0.155,5,4.33,12,31.38,1,0,1,2,0,-1,0,Hibernating,0.2983548797547407,Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3781040836647824,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,1,1,1,3,2.0,2.125,9,678.36375,813.9345,451.08580509943465,452.1812094962225,Bronze,26-35,Q1 (Low),0.6546014054892658,1,0.9995348022543776,Critical Risk,7. Low Priority - Monitor
50,Male,83542,High School,Married,3,West,Urban,26,2111.89,81.23,20,5,0.184,0.535,1,0.253,0.035,15,3.94,6,18.63,0,0,1,1,1,-1,3,Champions,0.5515272904329505,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.2406782069925906,Low Engagement,High Value | Low Engagement | Medium Propensity,6. Potential Stars - Develop,4,5,5,14,3.5,3.850000000000001,26,8131.123000000001,15719.501233333334,4501.734582097777,4445.781999174028,Diamond,46-55,Q3,0.3168199141570375,0,0.0003748598950860819,Very Low Risk,2. VIP Retain & Upsell
67,Other,116163,Bachelor,Married,6,Southeast,Suburban,28,2697.99,96.36,18,3,0.08,0.597,1,0.31,0.069,7,18.02,6,17.9,1,0,0,1,1,-1,3,Champions,0.6784706250591809,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.3374169255784937,Medium Engagement,High Value | Medium Engagement | High Propensity,2. VIP Ready - Convert Now,4,5,5,14,3.5,4.0249999999999995,28,10859.772,20994.858849999997,5799.330477673548,5828.440054278598,Diamond,55+,Q4 (High),0.26384994821763463,0,0.00026847593444715486,Very Low Risk,2. VIP Retain & Upsell
47,Male,80971,High School,Divorced,2,Midwest,Suburban,16,945.75,59.11,38,10,0.229,0.617,0,0.547,0.206,10,8.19,10,27.28,0,1,1,3,0,-1,1,Potential Loyalists,0.8082845121213281,Very High,Medium Value,High Propensity,Medium Value / High Propensity,4. Rising Star - Accelerate,0.4882069783405933,High Engagement,Medium Value | High Engagement | High Propensity,3. Engaged Prospects - Activate,2,3,3,8,2.0,1.6617499999999998,16,1571.61668,2409.786762499999,1739.678718502178,1761.404372840295,Gold,46-55,Q3,0.4645808265541036,0,0.004475359763695996,Very Low Risk,5. Growth Opportunity
24,Male,82186,Master,Married,4,Southwest,Urban,23,1510.12,65.66,15,5,0.271,0.692,0,0.188,0.072,14,9.57,14,51.7,1,1,0,0,0,-1,1,Champions,0.5188596567634869,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.4906867460480052,High Engagement,High Value | High Engagement | Medium Propensity,5. Loyal Engaged - Nurture,5,5,4,14,2.0,2.04,23,3080.7672,5955.91328,2887.8547638144014,2829.785249946443,Platinum,18-25,Q3,0.3775959841237323,0,0.002624898124214112,Very Low Risk,2. VIP Retain & Upsell
48,Male,98347,Master,Single,1,Midwest,Urban,17,1062.29,62.49,16,2,0.106,0.662,0,0.05,0.007,12,10.44,5,56.58,0,0,1,3,0,-1,1,Champions,0.7576772957927097,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.2159074219627223,Low Engagement,High Value | Low Engagement | High Propensity,2. VIP Ready - Convert Now,5,4,3,12,2.0,2.2,17,2337.126,4206.6684000000005,2053.0708565888167,2005.020195579409,Gold,46-55,Q4 (High),0.5045962933852333,1,0.9562351122399999,Critical Risk,4. Re-engagement Campaign
59,Female,54560,High School,Widowed,2,Northeast,Suburban,17,937.35,55.14,12,7,0.084,0.702,1,0.252,0.118,12,4.13,7,37.12,1,0,0,0,3,-1,3,Champions,0.3260863623063649,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3639581969228599,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,5,4,3,12,3.5,3.850000000000001,17,3608.913000000001,6495.835500000001,2384.533759076858,2429.0696682842317,Platinum,55+,Q1 (Low),0.31680836061542805,0,0.0003675741970594385,Very Low Risk,2. VIP Retain & Upsell
32,Female,62512,Bachelor,Married,2,Northeast,Suburban,9,426.43,47.38,27,10,0.034,0.582,0,0.401,0.193,6,12.33,17,30.6,0,1,0,2,0,-1,0,At Risk,0.1809741243310549,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.4723706750612753,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,3,1,1,5,2.0,2.5,9,1066.05,1421.4333333333332,852.3168925183826,877.5857898349997,Bronze,26-35,Q2,0.48532586498774494,0,0.03211840934303349,Very Low Risk,8. Acquisition Focus
39,Male,61542,Bachelor,Married,2,Midwest,Urban,16,1496.11,93.51,15,5,0.165,0.731,1,0.292,0.033,12,6.13,13,32.0,0,0,1,0,1,-1,3,Champions,0.3460453204243002,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.2891742842116631,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,5,3,4,12,3.5,4.200000000000001,16,6283.872000000002,11310.591600000003,3380.5682102634987,3277.3508982247668,Platinum,36-45,Q1 (Low),0.34376514315766743,0,0.0005176047297230874,Very Low Risk,2. VIP Retain & Upsell
